GEOID,housing_cost_ratio,transport_cost_ratio,ht_combined_ratio,ht_above_threshold
39049006237,0.18289359234560743,0.08825746593215425,0.27115105827776165,False
39049006238,0.2059346521449211,0.09007186782247907,0.2960065199674002,False
39049006239,0.20554434073511482,0.09993404353126936,0.3054783842663842,False
39049006240,0.24394126641670683,0.10375149242789217,0.347692758844599,False
39049006241,0.16276572105769943,0.0910006666172876,0.25376638767498705,False
39049006301,0.16400389624735145,0.09931012321380156,0.263314019461153,False
39049006302,0.24530337960465,0.12184235051748664,0.36714573012213664,False
39049006310,0.0898732849610511,0.04767307710643491,0.137546362067486,False
39049006321,0.12394313744886618,0.0581892664079184,0.18213240385678459,False
39049006323,0.1380755998086081,0.07543879635747756,0.21351439616608564,False
39049006330,0.15129701726261582,0.061320970766821616,0.21261798802943743,False
39049006340,0.1427394542611678,0.07917416230938651,0.2219136165705543,False
39049006351,0.22560916415881954,0.16069637252046726,0.3863055366792868,False
39049006352,0.24728286112401301,0.14834494503793158,0.3956278061619446,False
39049006353,0.27061162437141856,0.18533504853233537,0.4559466729037539,True
39049006372,0.2869577974473079,0.16139012502648864,0.44834792247379657,False
39049006384,0.17250340543517115,0.09293698254291814,0.2654403879780893,False
39049006386,0.2695175635612254,0.11875200533901459,0.38826956890024,False
39049006387,0.22479369537715155,0.11536809851553523,0.34016179389268675,False
39049006391,0.0824090987072489,0.05033756849764358,0.13274666720489248,False
39049006392,0.11417623161666873,0.059134157663491164,0.1733103892801599,False
39049006393,0.13929267663055572,0.08901628107780914,0.22830895770836485,False
39049006394,0.1718018161542138,0.10620784876002337,0.2780096649142372,False
39049006395,0.22666738266566427,0.13424981205026312,0.3609171947159274,False
39049006396,0.19743574868016475,0.11123049254510645,0.3086662412252712,False
39049006397,0.26885934426714386,0.14205474792587883,0.41091409219302266,False
39049006398,0.13125597987219315,0.057439846915271854,0.188695826787465,False
39049006410,0.12321298525774346,0.0656086183481062,0.18882160360584965,False
39049006430,0.15240376282243198,0.07415344373887146,0.22655720656130346,False
39049006500,0.0932856033909853,0.05528780373388137,0.14857340712486666,False
39049006600,0.07129600859918879,0.04198822650128904,0.11328423510047783,False
39049006710,0.13891257682241892,0.09767400829241038,0.2365865851148293,False
39049006721,0.09413592233009709,0.06455922330097087,0.15869514563106796,False
39049006722,0.13988619150939535,0.1010521144635035,0.24093830597289884,False
39049006810,0.15611498174513336,0.07943497600561197,0.23554995775074533,False
39049006821,0.2719007879155205,0.23217865634761528,0.5040794442631358,True
39049006822,0.15883205410337609,0.10734796843969728,0.2661800225430734,False
39049006910,0.05983473925018895,0.05072460092420223,0.11055934017439117,False
39049006921,0.24324178879580963,0.17797549643927027,0.4212172852350799,False
39049006923,0.12571051661590393,0.09338273808369062,0.21909325469959456,False
39049006924,0.19342827279853672,0.1528481839561014,0.34627645675463814,False
39049006931,0.2266507484617504,0.14986377690023572,0.37651452536198615,False
39049006932,0.1936439422792095,0.13750299747506806,0.33114693975427756,False
39049006933,0.31052839116719244,0.21522082018927444,0.5257492113564669,True
39049006943,0.2177008832997669,0.15821373634215574,0.37591461964192263,False
39049006944,0.20128449825157776,0.13819083575976263,0.3394753340113404,False
39049006945,0.31344727507255726,0.2035988390841664,0.5170461141567236,True
39049006950,0.2167767907933313,0.07292988520836068,0.289706676001692,False
39049006991,0.13477681022985802,0.0647054208833451,0.19948223111320312,False
39049006992,0.2816129608672345,0.18667778505767665,0.46829074592491116,True
39049007010,0.1340515946259175,0.10602223462248359,0.2400738292484011,False
39049007020,0.16571021087303472,0.1102833146569776,0.27599352553001233,False
39049007041,0.21051861069428687,0.12199734045797801,0.3325159511522649,False
39049007043,0.2524297911185094,0.12815335874993286,0.3805831498684422,False
39049007044,0.18566446787950086,0.10361749506323263,0.2892819629427335,False
39049007047,0.17508632817495842,0.1053331628085433,0.2804194909835017,False
39049007048,0.20516223469138814,0.09758477677482313,0.3027470114662113,False
39049007101,0.18596858638743455,0.10471204188481675,0.2906806282722513,False
39049007102,0.13510736842105264,0.08421052631578947,0.2193178947368421,False
39049007103,0.21175405312176612,0.10688168333908245,0.3186357364608486,False
39049007112,0.12257602862254025,0.08729874776386404,0.20987477638640428,False
39049007113,0.14991817564960552,0.13228136932717766,0.2821995449767832,False
39049007114,0.27952945874444685,0.16164789271393157,0.44117735145837844,False
39049007115,0.2499871511538264,0.162724640660602,0.4127117918144284,False
39049007120,0.19885615536537196,0.10224654377880184,0.3011026991441738,False
39049007193,0.08334545454545454,0.07078981818181819,0.15413527272727273,False
39049007198,0.15297066316048977,0.10272002629632673,0.2556906894568165,False
39049007199,0.21025228519195613,0.14462595978062157,0.3548782449725777,False
39049007202,0.20130887639413772,0.13094031049602992,0.33224918689016764,False
39049007205,0.24815598885793871,0.11069860724233985,0.3588545961002786,False
39049007209,0.2059893426666929,0.09831488290697446,0.3043042255736673,False
39049007211,0.10444783956811843,0.040959937085536635,0.14540777665365506,False
39049007212,0.09865512587835637,0.05137512215552143,0.1500302480338778,False
39049007213,0.14539811388325177,0.04591326066794612,0.1913113745511979,False
39049007214,0.3126981651853007,0.16696640504530727,0.47966457023060793,True
39049007215,0.1906167882134105,0.09730825632092278,0.28792504453433326,False
39049007301,0.14050891863761977,0.08633671894627283,0.2268456375838926,False
39049007302,0.2670056255427327,0.12585106784631067,0.3928566933890434,False
39049007303,0.1306363253265908,0.11705763918153299,0.2476939645081238,False
39049007305,0.22994011976047904,0.11253800092123445,0.34247812068171346,False
39049007306,,0.05118100161220155,,False
39049007394,,0.04816411418082048,,False
39049007397,0.18857261968177502,0.11428306737383329,0.3028556870556083,False
39049007398,0.21457525400529945,0.08758488778142383,0.3021601417867233,False
39049007424,0.16907572703714369,0.09389000863806507,0.26296573567520876,False
39049007425,0.188663282571912,0.11750329009212258,0.3061665726640346,False
39049007426,0.1679685736217095,0.08813112385424664,0.2560996974759561,False
39049007427,0.1509947483420861,0.09518150803081994,0.24617625637290602,False
39049007492,0.16411924519932725,0.08653963442807769,0.25065887962740496,False
39049007494,0.15116258351893097,0.08823875278396436,0.23940133630289534,False
39049007511,0.34028618210294015,0.23048337723357298,0.5707695593365132,True
39049007512,0.292940823069991,0.18627415640332434,0.4792149794733153,True
39049007520,0.3296571084820533,0.23884098656506916,0.5684980950471225,True
39049007531,0.24174833305649812,0.22568872647889332,0.46743705953539144,True
39049007532,0.2992,0.21511111111111111,0.5143111111111112,True
39049007533,0.27851229457555915,0.20317146505210265,0.4816837596276618,True
39049007534,0.2876468494126023,0.23391479767414264,0.521561647086745,True
39049007550,0.20013159892696258,0.12653742977172647,0.3266690286986891,False
39049007552,0.17077422457321473,0.1445660014426545,0.3153402260158692,False
39049007553,0.3401125581584348,0.18763485645787198,0.5277474146163068,True
39049007710,0.25908671113391485,0.1934120061570036,0.45249871729091845,True
39049007721,0.3054959452438501,0.2164042557997696,0.5219002010436197,True
39049007722,0.17103828641056884,0.15471044699544667,0.3257487334060155,False
39049007730,0.18415517644309418,0.15507673132351796,0.33923190776661216,False
39049007740,0.17062000136714744,0.1674755622393875,0.3380955636065349,False
39049007811,0.186952288218111,0.13486018349630402,0.321812471714415,False
39049007812,0.256646967340591,0.11995769828926905,0.37660466562986006,False
39049007820,0.27061257759107155,0.18448805567747195,0.4551006332685435,True
39049007830,0.382012672190442,0.243141882358977,0.625154554549419,True
39049007922,0.17340056097235207,0.08185521570722586,0.25525577667957794,False
39049007931,0.13301284504799668,0.07579650014544452,0.2088093451934412,False
39049007941,0.18960468521229867,0.10167561412070929,0.291280299333008,False
