AREA_TITLE,OCC_CODE,OCC_TITLE,H_MEAN,H_MEDIAN,A_MEAN,A_MEDIAN
"Cincinnati, OH-KY-IN",29-1029,"Dentists, All Other Specialists",,,,
"Cincinnati, OH-KY-IN",29-1031,Dietitians and Nutritionists,34.51,35.71,71780.0,74270.0
"Cincinnati, OH-KY-IN",29-1041,Optometrists,71.14,64.06,147980.0,133240.0
"Cincinnati, OH-KY-IN",29-1051,Pharmacists,63.76,65.06,132610.0,135330.0
"Cincinnati, OH-KY-IN",29-1071,Physician Assistants,57.3,60.22,119190.0,125260.0
"Cincinnati, OH-KY-IN",29-1081,Podiatrists,76.01,70.27,158100.0,146160.0
"Cincinnati, OH-KY-IN",29-1122,Occupational Therapists,46.19,46.78,96080.0,97300.0
"Cincinnati, OH-KY-IN",29-1123,Physical Therapists,48.99,48.11,101910.0,100070.0
"Cincinnati, OH-KY-IN",29-1124,Radiation Therapists,54.3,48.48,112940.0,100840.0
"Cincinnati, OH-KY-IN",29-1125,Recreational Therapists,30.5,31.23,63440.0,64960.0
"Cincinnati, OH-KY-IN",29-1126,Respiratory Therapists,38.58,38.33,80240.0,79730.0
"Cincinnati, OH-KY-IN",29-1127,Speech-Language Pathologists,44.39,44.59,92320.0,92760.0
"Cincinnati, OH-KY-IN",29-1128,Exercise Physiologists,28.5,28.44,59270.0,59140.0
"Cincinnati, OH-KY-IN",29-1129,"Therapists, All Other",43.24,46.12,89940.0,95930.0
"Cincinnati, OH-KY-IN",29-1131,Veterinarians,61.73,58.64,128400.0,121970.0
"Cincinnati, OH-KY-IN",29-1141,Registered Nurses,41.93,39.32,87210.0,81790.0
"Cincinnati, OH-KY-IN",29-1151,Nurse Anesthetists,95.1,98.27,197810.0,204400.0
"Cincinnati, OH-KY-IN",29-1171,Nurse Practitioners,58.31,62.55,121290.0,130100.0
"Cincinnati, OH-KY-IN",29-1181,Audiologists,40.95,40.94,85170.0,85160.0
"Cincinnati, OH-KY-IN",29-1211,Anesthesiologists,163.44,,339950.0,
"Cincinnati, OH-KY-IN",29-1212,Cardiologists,243.36,,506180.0,
"Cincinnati, OH-KY-IN",29-1214,Emergency Medicine Physicians,127.54,106.04,265280.0,220570.0
"Cincinnati, OH-KY-IN",29-1215,Family Medicine Physicians,118.12,113.09,245690.0,235230.0
"Cincinnati, OH-KY-IN",29-1216,General Internal Medicine Physicians,126.54,,263200.0,
"Cincinnati, OH-KY-IN",29-1217,Neurologists,194.54,,404640.0,
"Cincinnati, OH-KY-IN",29-1218,Obstetricians and Gynecologists,100.31,100.59,208650.0,209230.0
"Cincinnati, OH-KY-IN",29-1221,"Pediatricians, General",102.37,101.4,212930.0,210910.0
"Cincinnati, OH-KY-IN",29-1222,"Physicians, Pathologists",140.29,,291800.0,
"Cincinnati, OH-KY-IN",29-1223,Psychiatrists,144.52,,300610.0,
"Cincinnati, OH-KY-IN",29-1224,Radiologists,159.14,,331000.0,
"Cincinnati, OH-KY-IN",29-1229,"Physicians, All Other",137.38,,285750.0,
"Cincinnati, OH-KY-IN",29-1249,"Surgeons, All Other",,,,
"Cincinnati, OH-KY-IN",29-1291,Acupuncturists,39.3,39.53,81730.0,82230.0
"Cincinnati, OH-KY-IN",29-1292,Dental Hygienists,46.05,46.66,95790.0,97050.0
"Cincinnati, OH-KY-IN",29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",60.05,53.47,124900.0,111230.0
"Cincinnati, OH-KY-IN",29-2010,Clinical Laboratory Technologists and Technicians,30.38,30.23,63180.0,62890.0
"Cincinnati, OH-KY-IN",29-2031,Cardiovascular Technologists and Technicians,34.4,38.13,71540.0,79320.0
"Cincinnati, OH-KY-IN",29-2032,Diagnostic Medical Sonographers,41.57,39.28,86470.0,81710.0
"Cincinnati, OH-KY-IN",29-2033,Nuclear Medicine Technologists,52.83,46.41,109890.0,96540.0
"Cincinnati, OH-KY-IN",29-2034,Radiologic Technologists and Technicians,35.41,37.05,73650.0,77060.0
"Cincinnati, OH-KY-IN",29-2035,Magnetic Resonance Imaging Technologists,40.43,39.54,84100.0,82250.0
"Cincinnati, OH-KY-IN",29-2042,Emergency Medical Technicians,19.87,18.34,41330.0,38140.0
"Cincinnati, OH-KY-IN",29-2043,Paramedics,23.78,22.67,49470.0,47150.0
"Cincinnati, OH-KY-IN",29-2051,Dietetic Technicians,19.31,18.18,40160.0,37800.0
"Cincinnati, OH-KY-IN",29-2052,Pharmacy Technicians,20.16,18.73,41930.0,38950.0
"Cincinnati, OH-KY-IN",29-2053,Psychiatric Technicians,19.21,18.19,39950.0,37840.0
"Cincinnati, OH-KY-IN",29-2055,Surgical Technologists,31.94,29.54,66440.0,61440.0
"Cincinnati, OH-KY-IN",29-2056,Veterinary Technologists and Technicians,20.95,21.57,43580.0,44860.0
"Cincinnati, OH-KY-IN",29-2057,Ophthalmic Medical Technicians,21.04,20.19,43760.0,41980.0
"Cincinnati, OH-KY-IN",29-2061,Licensed Practical and Licensed Vocational Nurses,29.78,30.06,61940.0,62530.0
"Cincinnati, OH-KY-IN",29-2072,Medical Records Specialists,27.19,24.82,56540.0,51630.0
"Cincinnati, OH-KY-IN",29-2081,"Opticians, Dispensing",23.73,22.97,49360.0,47780.0
"Cincinnati, OH-KY-IN",29-2091,Orthotists and Prosthetists,40.0,38.26,83190.0,79580.0
"Cincinnati, OH-KY-IN",29-2092,Hearing Aid Specialists,32.23,31.01,67030.0,64490.0
"Cincinnati, OH-KY-IN",29-2099,"Health Technologists and Technicians, All Other",26.87,22.84,55890.0,47510.0
"Cincinnati, OH-KY-IN",29-9021,Health Information Technologists and Medical Registrars,30.47,30.25,63370.0,62930.0
"Cincinnati, OH-KY-IN",29-9091,Athletic Trainers,,,64180.0,60740.0
"Cincinnati, OH-KY-IN",29-9092,Genetic Counselors,47.44,50.38,98660.0,104790.0
"Cincinnati, OH-KY-IN",29-9093,Surgical Assistants,39.91,42.85,83020.0,89120.0
"Cincinnati, OH-KY-IN",29-9099,"Healthcare Practitioners and Technical Workers, All Other",38.46,31.11,79990.0,64710.0
"Cincinnati, OH-KY-IN",31-0000,Healthcare Support Occupations,19.29,18.09,40110.0,37630.0
"Cincinnati, OH-KY-IN",31-1120,Home Health and Personal Care Aides,15.99,15.38,33260.0,31990.0
"Cincinnati, OH-KY-IN",31-1131,Nursing Assistants,19.66,18.82,40900.0,39150.0
"Cincinnati, OH-KY-IN",31-1132,Orderlies,17.45,17.17,36300.0,35710.0
"Cincinnati, OH-KY-IN",31-2011,Occupational Therapy Assistants,32.39,30.8,67380.0,64060.0
"Cincinnati, OH-KY-IN",31-2021,Physical Therapist Assistants,32.25,31.23,67080.0,64950.0
"Cincinnati, OH-KY-IN",31-2022,Physical Therapist Aides,16.21,15.17,33710.0,31550.0
"Cincinnati, OH-KY-IN",31-9011,Massage Therapists,26.12,25.0,54330.0,52000.0
"Cincinnati, OH-KY-IN",31-9091,Dental Assistants,26.86,23.52,55880.0,48910.0
"Cincinnati, OH-KY-IN",31-9092,Medical Assistants,20.44,20.9,42520.0,43480.0
"Cincinnati, OH-KY-IN",31-9093,Medical Equipment Preparers,22.0,22.14,45770.0,46050.0
"Cincinnati, OH-KY-IN",31-9094,Medical Transcriptionists,21.51,22.39,44740.0,46570.0
"Cincinnati, OH-KY-IN",31-9095,Pharmacy Aides,17.4,17.41,36190.0,36200.0
"Cincinnati, OH-KY-IN",31-9096,Veterinary Assistants and Laboratory Animal Caretakers,17.45,16.83,36290.0,35010.0
"Cincinnati, OH-KY-IN",31-9097,Phlebotomists,20.39,19.61,42420.0,40780.0
"Cincinnati, OH-KY-IN",31-9099,"Healthcare Support Workers, All Other",21.13,19.2,43940.0,39940.0
"Cincinnati, OH-KY-IN",33-0000,Protective Service Occupations,27.18,23.3,56530.0,48470.0
"Cincinnati, OH-KY-IN",33-1011,First-Line Supervisors of Correctional Officers,34.89,34.73,72560.0,72240.0
"Cincinnati, OH-KY-IN",33-1012,First-Line Supervisors of Police and Detectives,48.68,48.55,101240.0,100990.0
"Cincinnati, OH-KY-IN",33-1021,First-Line Supervisors of Firefighting and Prevention Workers,41.28,40.49,85870.0,84220.0
"Cincinnati, OH-KY-IN",33-1091,First-Line Supervisors of Security Workers,28.64,27.68,59570.0,57570.0
"Cincinnati, OH-KY-IN",33-1099,"First-Line Supervisors of Protective Service Workers, All Other",33.01,34.32,68660.0,71390.0
"Cincinnati, OH-KY-IN",33-2011,Firefighters,27.02,26.03,56190.0,54130.0
"Cincinnati, OH-KY-IN",33-2021,Fire Inspectors and Investigators,40.35,25.73,83930.0,53520.0
"Cincinnati, OH-KY-IN",33-3011,Bailiffs,28.52,29.18,59320.0,60700.0
"Cincinnati, OH-KY-IN",33-3012,Correctional Officers and Jailers,26.57,25.45,55260.0,52940.0
"Cincinnati, OH-KY-IN",33-3021,Detectives and Criminal Investigators,45.72,39.14,95090.0,81410.0
"Cincinnati, OH-KY-IN",33-3051,Police and Sheriff's Patrol Officers,38.17,38.66,79390.0,80410.0
"Cincinnati, OH-KY-IN",33-9011,Animal Control Workers,22.94,21.34,47700.0,44380.0
"Cincinnati, OH-KY-IN",33-9021,Private Detectives and Investigators,28.55,27.24,59390.0,56660.0
"Cincinnati, OH-KY-IN",33-9031,Gambling Surveillance Officers and Gambling Investigators,28.49,22.31,59260.0,46410.0
"Cincinnati, OH-KY-IN",33-9032,Security Guards,19.14,17.61,39810.0,36630.0
"Cincinnati, OH-KY-IN",33-9091,Crossing Guards and Flaggers,16.6,16.57,34530.0,34460.0
"Cincinnati, OH-KY-IN",33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",14.63,14.17,30430.0,29480.0
"Cincinnati, OH-KY-IN",33-9093,Transportation Security Screeners,27.83,24.55,57890.0,51060.0
"Cincinnati, OH-KY-IN",33-9094,School Bus Monitors,21.74,16.8,45210.0,34940.0
"Cincinnati, OH-KY-IN",33-9099,"Protective Service Workers, All Other",23.65,19.67,49180.0,40920.0
"Cincinnati, OH-KY-IN",35-0000,Food Preparation and Serving Related Occupations,16.31,14.58,33930.0,30320.0
"Cincinnati, OH-KY-IN",35-1011,Chefs and Head Cooks,28.25,26.76,58760.0,55660.0
"Cincinnati, OH-KY-IN",35-1012,First-Line Supervisors of Food Preparation and Serving Workers,20.43,17.92,42480.0,37270.0
"Cincinnati, OH-KY-IN",35-2011,"Cooks, Fast Food",14.11,13.86,29360.0,28830.0
"Cincinnati, OH-KY-IN",35-2012,"Cooks, Institution and Cafeteria",17.27,17.4,35930.0,36190.0
"Cincinnati, OH-KY-IN",35-2014,"Cooks, Restaurant",15.92,16.77,33110.0,34870.0
"Cincinnati, OH-KY-IN",35-2015,"Cooks, Short Order",16.05,15.85,33380.0,32970.0
"Cincinnati, OH-KY-IN",35-2021,Food Preparation Workers,15.39,15.05,32020.0,31300.0
"Cincinnati, OH-KY-IN",35-3011,Bartenders,18.69,14.64,38880.0,30460.0
"Cincinnati, OH-KY-IN",35-3023,Fast Food and Counter Workers,14.06,13.84,29250.0,28790.0
"Cincinnati, OH-KY-IN",35-3031,Waiters and Waitresses,18.39,17.45,38260.0,36290.0
"Cincinnati, OH-KY-IN",35-3041,"Food Servers, Nonrestaurant",15.08,14.26,31360.0,29650.0
"Cincinnati, OH-KY-IN",35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,15.14,14.1,31490.0,29330.0
"Cincinnati, OH-KY-IN",35-9021,Dishwashers,14.5,14.36,30160.0,29860.0
"Cincinnati, OH-KY-IN",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",14.15,13.88,29430.0,28870.0
"Cincinnati, OH-KY-IN",35-9099,"Food Preparation and Serving Related Workers, All Other",14.59,13.06,30340.0,27160.0
"Cincinnati, OH-KY-IN",37-0000,Building and Grounds Cleaning and Maintenance Occupations,17.98,17.31,37400.0,36000.0
"Cincinnati, OH-KY-IN",37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,21.72,20.89,45170.0,43450.0
"Cincinnati, OH-KY-IN",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",27.8,27.13,57830.0,56420.0
"Cincinnati, OH-KY-IN",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",17.45,16.89,36290.0,35120.0
"Cincinnati, OH-KY-IN",37-2012,Maids and Housekeeping Cleaners,15.43,14.82,32080.0,30820.0
"Cincinnati, OH-KY-IN",37-2021,Pest Control Workers,21.87,20.78,45480.0,43210.0
"Cincinnati, OH-KY-IN",37-3011,Landscaping and Groundskeeping Workers,18.59,18.05,38670.0,37540.0
"Cincinnati, OH-KY-IN",37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",22.32,23.44,46430.0,48750.0
"Cincinnati, OH-KY-IN",37-3013,Tree Trimmers and Pruners,25.27,23.22,52550.0,48290.0
"Cincinnati, OH-KY-IN",37-3019,"Grounds Maintenance Workers, All Other",28.24,24.32,58740.0,50580.0
"Cincinnati, OH-KY-IN",39-0000,Personal Care and Service Occupations,17.55,15.0,36500.0,31200.0
"Cincinnati, OH-KY-IN",39-1013,First-Line Supervisors of Gambling Services Workers,29.81,27.85,62000.0,57930.0
"Cincinnati, OH-KY-IN",39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",22.89,21.41,47600.0,44530.0
"Cincinnati, OH-KY-IN",39-1022,First-Line Supervisors of Personal Service Workers,20.79,17.88,43240.0,37180.0
"Cincinnati, OH-KY-IN",39-2011,Animal Trainers,19.61,15.89,40790.0,33050.0
"Cincinnati, OH-KY-IN",39-2021,Animal Caretakers,16.37,14.31,34050.0,29760.0
"Cincinnati, OH-KY-IN",39-3031,"Ushers, Lobby Attendants, and Ticket Takers",15.66,14.29,32580.0,29730.0
"Cincinnati, OH-KY-IN",39-3091,Amusement and Recreation Attendants,13.86,13.37,28840.0,27800.0
"Cincinnati, OH-KY-IN",39-3092,Costume Attendants,21.81,21.49,45370.0,44690.0
"Cincinnati, OH-KY-IN",39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",15.34,14.14,31910.0,29410.0
"Cincinnati, OH-KY-IN",39-4012,Crematory Operators,20.55,20.48,42750.0,42600.0
"Cincinnati, OH-KY-IN",39-4021,Funeral Attendants,16.7,16.07,34730.0,33430.0
"Cincinnati, OH-KY-IN",39-4031,"Morticians, Undertakers, and Funeral Arrangers",27.71,24.04,57640.0,50010.0
"Cincinnati, OH-KY-IN",39-5012,"Hairdressers, Hairstylists, and Cosmetologists",20.06,15.59,41730.0,32430.0
"Cincinnati, OH-KY-IN",39-5092,Manicurists and Pedicurists,22.37,17.02,46520.0,35400.0
"Cincinnati, OH-KY-IN",39-5094,Skincare Specialists,20.62,20.03,42900.0,41660.0
"Cincinnati, OH-KY-IN",39-6012,Concierges,17.67,16.28,36750.0,33860.0
"Cincinnati, OH-KY-IN",39-7010,Tour and Travel Guides,15.78,15.06,32820.0,31330.0
"Cincinnati, OH-KY-IN",39-9011,Childcare Workers,14.58,13.91,30330.0,28940.0
"Cincinnati, OH-KY-IN",39-9031,Exercise Trainers and Group Fitness Instructors,18.75,16.57,39000.0,34470.0
"Cincinnati, OH-KY-IN",39-9032,Recreation Workers,15.36,14.32,31940.0,29780.0
"Cincinnati, OH-KY-IN",39-9041,Residential Advisors,18.59,17.61,38670.0,36640.0
"Cincinnati, OH-KY-IN",39-9099,"Personal Care and Service Workers, All Other",19.44,17.6,40440.0,36610.0
"Cincinnati, OH-KY-IN",41-0000,Sales and Related Occupations,25.36,17.58,52750.0,36570.0
"Cincinnati, OH-KY-IN",41-1011,First-Line Supervisors of Retail Sales Workers,24.05,21.93,50010.0,45600.0
"Cincinnati, OH-KY-IN",41-1012,First-Line Supervisors of Non-Retail Sales Workers,44.71,39.45,93000.0,82050.0
"Cincinnati, OH-KY-IN",41-2011,Cashiers,14.23,13.77,29590.0,28650.0
"Cincinnati, OH-KY-IN",41-2012,Gambling Change Persons and Booth Cashiers,17.68,17.53,36770.0,36460.0
"Cincinnati, OH-KY-IN",41-2021,Counter and Rental Clerks,20.98,18.24,43640.0,37930.0
"Cincinnati, OH-KY-IN",41-2022,Parts Salespersons,19.39,17.87,40340.0,37170.0
"Cincinnati, OH-KY-IN",41-2031,Retail Salespersons,17.19,14.76,35760.0,30690.0
"Cincinnati, OH-KY-IN",41-3011,Advertising Sales Agents,30.55,28.63,63550.0,59560.0
"Cincinnati, OH-KY-IN",41-3021,Insurance Sales Agents,46.25,29.93,96200.0,62240.0
"Cincinnati, OH-KY-IN",41-3031,"Securities, Commodities, and Financial Services Sales Agents",43.27,33.47,90000.0,69630.0
"Cincinnati, OH-KY-IN",41-3041,Travel Agents,25.23,20.63,52480.0,42900.0
"Cincinnati, OH-KY-IN",41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",34.52,28.16,71790.0,58570.0
"Cincinnati, OH-KY-IN",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",57.27,47.56,119130.0,98920.0
"Cincinnati, OH-KY-IN",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",40.96,36.53,85200.0,75980.0
"Cincinnati, OH-KY-IN",41-9011,Demonstrators and Product Promoters,19.29,16.97,40120.0,35290.0
"Cincinnati, OH-KY-IN",41-9021,Real Estate Brokers,34.41,28.07,71580.0,58390.0
"Cincinnati, OH-KY-IN",41-9022,Real Estate Sales Agents,24.4,20.75,50760.0,43150.0
"Cincinnati, OH-KY-IN",41-9031,Sales Engineers,53.08,47.57,110400.0,98940.0
"Cincinnati, OH-KY-IN",41-9041,Telemarketers,16.5,14.76,34320.0,30690.0
"Cincinnati, OH-KY-IN",41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",32.49,40.7,67580.0,84650.0
"Cincinnati, OH-KY-IN",41-9099,"Sales and Related Workers, All Other",24.86,23.7,51720.0,49290.0
"Cincinnati, OH-KY-IN",43-0000,Office and Administrative Support Occupations,23.42,22.03,48720.0,45820.0
"Cincinnati, OH-KY-IN",43-1011,First-Line Supervisors of Office and Administrative Support Workers,32.81,30.52,68240.0,63490.0
"Cincinnati, OH-KY-IN",43-2011,"Switchboard Operators, Including Answering Service",18.84,17.61,39190.0,36630.0
"Cincinnati, OH-KY-IN",43-2021,Telephone Operators,18.55,17.81,38580.0,37040.0
"Cincinnati, OH-KY-IN",43-3011,Bill and Account Collectors,23.45,22.12,48780.0,46000.0
"Cincinnati, OH-KY-IN",43-3021,Billing and Posting Clerks,22.19,21.74,46160.0,45220.0
